GPA,Internships,Projects,Technical_Skills,Communication_Skills,Leadership_Skills,Extracurriculars,Networking_Score,Research_Papers,Online_Courses,Certifications,Hackathons_Participated,Volunteering_Experience,Career_Outcome
3.818640804157564,3,9,0.4042897472548691,0.019155485551252904,0.9757788185489327,0,0.7496142843877734,4,3,4,4,2,Software Engineer
2.517559963200034,4,2,0.5309376784120938,0.8268585609727531,0.3691361938092045,4,0.7275630354322007,0,6,0,2,2,Data Scientist
3.325044568707964,0,2,0.5951316749056815,0.5247356376614322,0.35719233399304484,3,0.6298724001831789,3,1,4,4,1,Data Scientist
2.623422152178822,4,3,0.00992382112783563,0.7752440518349493,0.3440916178494421,4,0.3597894133819296,2,9,4,1,1,Consultant
3.0401360423556216,1,1,0.4640951594535039,0.2344256000115147,0.5205438373048584,0,0.4058120922002716,0,3,3,3,2,Data Scientist
3.0934205586865593,0,4,0.9634992408875883,0.34508374551323373,0.44066488342429355,2,0.9704385488840974,0,3,2,4,0,Data Scientist
2.3697089110510543,4,4,0.5190322801295487,0.03010387221131894,0.8799146267270145,2,0.11238593229152583,4,0,4,3,1,Entrepreneur
3.939169255529117,1,9,0.6775422674589532,0.9614923245741122,0.5055207917234903,3,0.2685049172528353,4,9,3,1,2,Data Scientist
3.550265646722229,3,9,0.3118638579168832,0.6678679067008134,0.5077578381885688,4,0.4924017592043357,0,7,1,2,2,Researcher
3.8789978831283785,1,9,0.7739913781527625,0.9332050877593062,0.1383715947205566,1,0.8367296861437858,0,0,4,3,2,Researcher
3.789654700855298,2,7,0.7729214818761151,0.2654964074290723,0.982739540910386,4,0.16367566372972786,4,7,1,1,0,Researcher
3.19579995762217,1,2,0.521296047654139,0.6114636112256608,0.24997289086882968,0,0.27695461812460986,3,6,4,3,1,Software Engineer
3.8437484700462337,1,5,0.9760138232792136,0.6784999682926378,0.07336406745960267,1,0.06579821779523898,1,8,0,4,1,Consultant
2.176985004103839,2,4,0.12555021476265338,0.31754970025758844,0.6631462489752088,2,0.7059852660508185,1,7,3,1,1,Consultant
2.3919657248382906,4,8,0.016947664889580993,0.8481092350156301,0.5953663701568727,3,0.23820943547561613,0,4,3,4,0,Product Manager
2.090454577821076,4,2,0.770158211757096,0.9471614629002478,0.4151456539927457,3,0.3886747506709505,4,7,0,0,1,Entrepreneur
2.650660661526529,1,6,0.8071555373648825,0.8848551176960043,0.42219223388067806,2,0.44370144702966785,2,9,2,1,1,Researcher
2.7773545793789642,2,5,0.12020722912057624,0.7390669759393725,0.7850639210464312,0,0.8913139356064557,2,2,3,3,1,Researcher
2.5426980635477916,2,2,0.2655828329586061,0.27746467972495403,0.19571264009964906,2,0.4113302903312368,1,9,1,0,1,Data Scientist
3.6574750183038587,3,1,0.01755236336662891,0.28161604210563174,0.8202533189448897,0,0.14522501991524905,3,6,3,4,0,Researcher
2.713506653387179,4,8,0.2933086107805647,0.9633603204460379,0.6487471138950182,1,0.524314938340121,1,3,2,4,2,Data Scientist
2.5618690193747615,0,2,0.7731418739186715,0.010284495935692028,0.4189697737795244,2,0.9629579946486296,0,4,1,3,2,Data Scientist
3.085392166316497,4,7,0.5179605277125789,0.7160499732421445,0.4580286165838686,0,0.607685641050811,3,8,1,0,1,Product Manager
2.2818484499495253,4,9,0.3480955931682881,0.7062461625552622,0.2566472071860958,1,0.9833872204605726,2,6,0,2,1,Software Engineer
3.6043939615080793,3,9,0.3717392949063303,0.6226895409497974,0.7521143326969748,2,0.8411073089388701,4,3,4,3,1,Data Scientist
2.1491012873595414,0,8,0.0013536257154681541,0.9901088460868658,0.5128747423052678,3,0.0359657562134128,4,5,0,4,0,Data Scientist
3.9737738732010346,3,9,0.2998005275652359,0.31187943576372523,0.3208545427498436,2,0.6583995953770418,0,9,4,1,1,Consultant
3.544489538593315,0,2,0.6464587416379305,0.3399718637932482,0.5960501157609502,4,0.28676687755788366,1,6,0,0,0,Product Manager
2.397431363068345,1,6,0.9741944438163571,0.07893940294655555,0.995734452051323,2,0.5596168556447239,0,9,4,2,1,Data Scientist
2.011044234247205,0,4,0.8470608269838995,0.44279813654373745,0.43526227965655384,4,0.27934519093122656,4,8,3,1,1,Entrepreneur
3.6309228569096685,3,4,0.023594964645529126,0.2610485262348481,0.9206914007786196,1,0.3488704166052904,2,3,1,0,2,Software Engineer
3.4137146876952342,4,5,0.8985606046748393,0.3433867021776442,0.3450168399245661,2,0.9231687117541794,4,9,4,3,1,Entrepreneur
3.4580143360819746,0,3,0.7831984132986259,0.8345717902556277,0.054732706924985886,1,0.2066431848917053,3,2,3,3,0,Researcher
3.5425406933718913,0,1,0.7803761235709804,0.9354845135274957,0.20424210636842888,1,0.8741091180258305,4,7,2,0,2,Software Engineer
2.148089303468181,2,8,0.4579957590035715,0.18573307200518563,0.4186951433276842,0,0.030457808070496806,4,0,0,2,0,Researcher
2.7169314570885454,4,5,0.3980052929545028,0.37250893155346587,0.219634928594569,1,0.09087653836964837,3,8,2,0,2,Consultant
2.2317381190502594,1,3,0.3029157288331926,0.9286305621153941,0.0002270382182555375,1,0.8546750413842635,1,0,3,1,0,Data Scientist
3.7262068517511873,3,7,0.06569485895436578,0.06180846068922263,0.9150015377475272,2,0.6305560309091953,4,1,2,1,2,Product Manager
3.246596253655116,1,7,0.2282353634936991,0.09236052811137851,0.843879411230929,2,0.7472361380395502,0,7,2,3,0,Entrepreneur
2.6617960497052984,4,1,0.24660363497802462,0.16279098920622936,0.7422922314869471,3,0.20941767082185425,4,8,3,0,0,Researcher
2.1271167005720475,0,9,0.4840770697102016,0.5952128341268748,0.16781459564602863,0,0.5370834555901035,0,6,1,3,1,Data Scientist
2.6219646434313244,0,2,0.747444406596694,0.15047227100599747,0.12036357620998606,1,0.7372192235713048,3,2,4,2,2,Entrepreneur
2.650366644053494,4,5,0.4738098283979466,0.9680763814507335,0.06760474947238315,0,0.6273141370102625,4,6,0,1,2,Entrepreneur
3.459212356676128,0,5,0.057844449447160606,0.44671452725852034,0.7240291887729212,4,0.4716987668912095,3,5,4,4,1,Consultant
3.2751149427104265,0,8,0.9577898009882039,0.5015179603501664,0.9288079606878853,1,0.9597837864377148,3,1,0,4,0,Consultant
3.774425485152653,0,8,0.9427243190941123,0.2466586158054065,0.430535820913037,0,0.6761573334534453,1,2,4,0,0,Researcher
2.944429850323899,3,7,0.7851895431484084,0.4709602524347335,0.11914067199604816,3,0.9077508002412379,4,9,2,0,2,Data Scientist
2.2391884918766034,3,7,0.9913279015642206,0.6619136326370115,0.5123928207321066,3,0.7297705115736812,0,9,1,4,0,Product Manager
3.42648957444599,2,6,0.5444823328002629,0.7511771369540428,0.34883190745863013,1,0.7354635285976832,0,4,2,0,2,Researcher
3.521570097233795,1,6,0.9627683502532061,0.753868082709913,0.3748249243499977,4,0.08001826975767934,4,9,1,1,2,Entrepreneur
3.1225543951389927,4,9,0.07560504061675077,0.5778911126940883,0.6213306241557073,3,0.35946462185394357,1,3,3,2,0,Entrepreneur
3.541934359909122,4,6,0.3656807482613713,0.9043597749938572,0.7187181132622024,3,0.8583694067196584,1,1,0,2,0,Software Engineer
2.9875911927287815,4,2,0.22538126800676583,0.8174078473061094,0.11060359887316085,4,0.23260386214875595,1,3,0,3,0,Data Scientist
3.0454656587639883,2,2,0.19583308413427003,0.7570481146986254,0.035590230806476386,0,0.11550586615646619,0,7,3,1,1,Software Engineer
2.855082036717099,3,5,0.14080294889267608,0.05560552168046062,0.9943303026857149,3,0.32610605663879344,3,4,4,0,2,Consultant
2.05083825348819,2,4,0.6224136415659967,0.006877962219649314,0.23272834891555183,2,0.22043788489261396,1,4,3,0,0,Product Manager
2.215782853986609,4,2,0.7813218557473051,0.21244727719547296,0.053830524908459076,3,0.9252881947931552,0,9,3,3,1,Researcher
2.0628583713734683,1,3,0.5782983994203607,0.6635235939134523,0.18987532909591998,0,0.8679666420021311,0,2,1,3,0,Entrepreneur
3.272820822527561,0,7,0.14696270958820967,0.4111974888825458,0.03895784634846422,0,0.4996832302829042,3,7,3,0,2,Data Scientist
2.6287119621526536,3,8,0.8111237699334709,0.40240625929931173,0.39181089461717167,1,0.06134387448386802,4,5,0,0,1,Entrepreneur
3.0171413823294055,3,6,0.6359547071637285,0.8845868882296137,0.8024017844513243,2,0.7145623460931563,4,1,2,1,2,Consultant
3.8151329478521863,2,5,0.3881657061269955,0.8955628481318387,0.3412444497577206,0,0.6234117313362646,1,1,1,3,0,Software Engineer
2.49858445829775,3,1,0.674130295536063,0.9091752640535857,0.44418340687836655,4,0.9705546707284959,1,8,1,1,0,Software Engineer
2.8207658460712595,4,8,0.25990497924283285,0.3138780765150273,0.6755867735674388,2,0.558953240270377,3,6,4,0,0,Researcher
3.5111022770860973,4,3,0.3451922084942105,0.6910558127392618,0.5088940700698802,2,0.3363937234029094,1,9,2,4,1,Data Scientist
2.457596330983245,2,6,0.9174858431319902,0.27163318127436964,0.8614456860213242,4,0.5190216935785558,3,8,1,4,1,Consultant
2.1539598196575858,4,3,0.2905045056714204,0.19060983307444979,0.8660356750457565,3,0.9792632914045163,0,5,3,0,1,Data Scientist
2.5795029058275363,1,7,0.4699882681579366,0.18463245734736922,0.009910695491153643,4,0.6963624325330305,1,4,1,3,1,Researcher
2.322442574508009,2,7,0.8901411373960146,0.34210762086359403,0.7780463064831992,4,0.6719761379270511,0,0,1,4,0,Consultant
3.859395304685146,1,9,0.7077213502675275,0.4299576197798217,0.46073360024167387,3,0.24068158972588538,2,5,1,3,0,Consultant
3.616240759128834,0,5,0.06220322616470275,0.8309491710550684,0.9888405413036631,3,0.7436025175606177,3,5,4,4,0,Software Engineer
3.266807513020847,1,8,0.14730304427897034,0.1198910934727121,0.48323207587543515,3,0.7502718294717717,2,2,1,3,1,Software Engineer
3.7429211803754354,0,8,0.007841590771916818,0.7349258473948942,0.9868959453882975,3,0.3172889837759053,1,2,1,4,1,Software Engineer
3.6073441537982287,0,1,0.6309217902291634,0.5314549141893053,0.7545693612057366,3,0.4837138323907132,0,2,4,3,0,Entrepreneur
2.3731401177720715,1,5,0.4476734254104183,0.2879453426759925,0.24860488461330632,4,0.29460333294045604,1,2,2,1,0,Product Manager
3.7851179969799555,2,3,0.13427485090227553,0.4928195845328246,0.5383949792869577,1,0.2587050703242867,2,6,0,3,1,Software Engineer
3.078684483831301,4,1,0.9579341210567704,0.29994206977702265,0.9921356394785827,1,0.025896070249485148,1,9,4,1,2,Product Manager
3.6148803103281253,4,4,0.5296597239456199,0.596081955238306,0.8575306077519237,0,0.2852117446533321,4,1,4,1,0,Product Manager
3.7921825998469867,0,8,0.24189329411288918,0.4338439228552442,0.0973668937912211,1,0.5539699498782749,2,9,1,0,0,Data Scientist
2.6360069499437278,0,3,0.5006035711547075,0.16440552907887873,0.7063719968099961,1,0.0016011875490288263,1,9,1,1,0,Researcher
2.2201038490553535,2,2,0.6796203327351078,0.11658307455569672,0.34557958587081306,4,0.2832190838096674,0,1,0,2,1,Entrepreneur
2.4558703250838834,3,9,0.07623921797356448,0.5466956820721302,0.006982261880348117,3,0.8814103323232501,1,2,1,1,0,Product Manager
2.8542155772525124,1,5,0.274703815047892,0.9024130332861034,0.4034809690269996,3,0.5936485851073608,0,9,3,3,0,Entrepreneur
3.6360295318449865,0,7,0.8069654908839936,0.34395768655768555,0.2347544217249713,4,0.6078628240809805,4,6,1,1,0,Data Scientist
3.721461166512687,4,2,0.45966487040266124,0.7330001072226232,0.8188692705204715,1,0.40336430502635323,1,2,1,3,0,Software Engineer
2.0139042610623816,2,9,0.5465771420322949,0.658661354939767,0.3373306088457655,4,0.676472143492411,4,6,3,3,0,Consultant
3.0214946051551315,1,9,0.43281600220946925,0.931554914309481,0.8275236939538171,0,0.18993276623035915,2,8,0,2,2,Product Manager
2.834822006297558,2,4,0.04389994264300512,0.8209810172991409,0.0005979388347953085,3,0.8187468103841916,0,9,3,1,2,Researcher
2.4442156209414607,1,4,0.16574977982015593,0.566605258905463,0.30781915002611915,2,0.11668911993589981,2,3,4,1,0,Consultant
2.239730734667366,1,6,0.4455416387418909,0.6570304982341073,0.24116521430776194,0,0.6560013546531093,0,6,3,4,0,Data Scientist
2.675230342807256,0,6,0.20918546540792782,0.8983864665840349,0.23356736106861098,0,0.34114932581968305,4,8,2,4,0,Entrepreneur
3.8858194078250383,2,1,0.04997902865967874,0.3995187845869348,0.0681866197654627,4,0.7475129705824768,3,7,4,0,0,Software Engineer
2.6464058640415105,2,9,0.8436496640518237,0.32679470585777737,0.18712427041050173,1,0.54976455126602,1,7,1,3,1,Entrepreneur
3.0375812434867324,4,2,0.9811925291641158,0.010811083635196339,0.5555495698856199,3,0.4523530384787162,4,8,4,2,1,Researcher
3.4060379177903557,4,5,0.7931428739967394,0.8265510741914642,0.2913610728377445,2,0.169422402093247,0,4,0,4,1,Product Manager
2.727259204758588,0,9,0.853784921704667,0.8009807004033649,0.41739478232914795,0,0.6368214642843528,0,4,0,1,2,Researcher
3.9435641654419213,0,4,0.24197713031704537,0.10445451810015138,0.3768668803471885,2,0.9747698434204131,0,2,3,0,0,Entrepreneur
3.9248945898842225,3,3,0.9606269755131998,0.5768573811327002,0.8759049249998946,1,0.825603424907015,0,4,4,2,1,Entrepreneur
2.5035645916507283,4,7,0.19692570445342839,0.4639816981668874,0.9052989990105155,1,0.0600081925890118,1,7,1,1,0,Consultant
2.994497011784771,1,6,0.9514298103618323,0.11870909550911146,0.49295697165586005,2,0.3762293783611911,2,4,0,1,0,Researcher
2.601756619633539,2,8,0.994819293965951,0.9805682270607236,0.3301559503156044,3,0.9255830091902718,3,3,1,3,2,Researcher
2.5696809887549352,0,3,0.7117228057460487,0.21469588746335544,0.10680070400236363,1,0.5030437475570214,1,7,2,3,2,Researcher
2.0737738947090656,2,5,0.9811437317918219,0.06723418009056115,0.953402879382095,2,0.6621118258081792,0,6,0,4,1,Software Engineer
3.2191286679597937,2,4,0.5695397795671037,0.5948473795019096,0.06022694490029745,0,0.9125993455913904,1,5,3,4,1,Entrepreneur
3.005358046457723,3,4,0.25954178317609033,0.7388666771330327,0.29765027756828044,2,0.8737946904198807,4,4,2,1,2,Data Scientist
2.1029575024999785,4,4,0.43699588566562086,0.03244344604718696,0.29806620117000415,2,0.501820375540511,0,4,4,1,2,Software Engineer
2.557292928473223,0,8,0.593560935378786,0.6587176387270222,0.3204012861402149,4,0.43764630265760207,3,9,1,4,0,Software Engineer
3.8165317719333074,2,6,0.07308156202701499,0.5322918759514544,0.16428684327240928,1,0.3396926184795871,0,1,0,4,0,Software Engineer
2.4791237813339446,0,3,0.6223432646172461,0.10326500887504841,0.7831614309236972,3,0.7190194431628911,3,3,2,1,1,Consultant
2.289789744182446,1,5,0.9811778367622945,0.17252387694636206,0.12249786196598922,3,0.28698679947154326,3,7,2,2,1,Data Scientist
2.9789055205551263,3,6,0.19010764978372763,0.5679742973160805,0.6349066591531628,4,0.24988760643090013,2,7,0,1,2,Researcher
3.9713009082212016,1,5,0.7925951162883833,0.2963576135132884,0.12384602670581746,3,0.3562498946037801,2,0,4,2,1,Consultant
2.484110543023001,0,6,0.9078987937796194,0.9383157286513161,0.07053563759295656,2,0.17721505687879202,1,1,4,2,0,Entrepreneur
3.344271094811757,0,8,0.9437015928202208,0.8187402294840508,0.9094295036858765,4,0.6951198159457673,1,4,3,1,2,Product Manager
3.523239230657435,4,7,0.9601356044054472,0.983567206513663,0.19012876631870568,0,0.6162406493306123,3,8,4,0,0,Consultant
2.4752750879847993,2,5,0.5214596387214719,0.259670838950414,0.8212501545597043,1,0.4828785341158436,0,9,3,4,2,Product Manager
3.456432697223719,2,6,0.9773079079915037,0.969723632797977,0.5446308711071358,1,0.39032577926155465,4,6,2,3,2,Entrepreneur
2.7355662654385062,1,4,0.7573102071344389,0.43123386979155787,0.0778565196087696,1,0.9090625428967315,4,9,0,1,0,Data Scientist
3.2646116611871587,3,9,0.1616714362369619,0.3475187953137546,0.9554481914380675,2,0.029123784989105284,0,4,4,2,1,Product Manager
3.2670594215217896,2,4,0.47690010646797,0.05034952696935324,0.24696116699189252,0,0.7691077435072992,0,0,3,1,1,Software Engineer
3.071549368149517,4,1,0.718331175372004,0.05276525785960262,0.8596453453526065,4,0.9019095717488887,2,5,2,4,1,Consultant
2.1805795401088166,1,7,0.24734031581908333,0.6920112559466547,0.16881000578456418,4,0.44635457942992596,4,7,4,2,1,Product Manager
3.670604991178476,1,7,0.6406151835488874,0.4579289944340279,0.8539428821418529,1,0.5506904914706467,3,6,1,3,0,Entrepreneur
2.6415601299434717,4,4,0.6666004790466192,0.2265216260361057,0.013228812905293985,0,0.9444636878820379,1,1,2,3,2,Software Engineer
2.3730370207997087,3,3,0.1626997438085659,0.6139703063252326,0.5117804565694807,0,0.21227751528551442,2,4,4,3,0,Product Manager
2.081550283109528,4,8,0.5650853124527563,0.2528581182501112,0.7694425794215568,0,0.5201348477846849,4,3,2,0,1,Entrepreneur
3.181785886376484,3,5,0.7716269109786077,0.5776317543444226,0.9347955174927833,3,0.4747211271282129,0,8,0,2,1,Data Scientist
3.355128723684565,4,7,0.4988956645359419,0.35920874698269034,0.909202136206487,3,0.2583926478703701,4,9,0,2,0,Entrepreneur
2.033175657855712,4,4,0.012103116776107425,0.823552226611819,0.8196248695476449,1,0.8185932303731079,3,0,0,0,2,Data Scientist
3.024186116598562,0,4,0.009038469079292177,0.8206961607667793,0.8881913496613041,0,0.8996005947632358,2,5,1,2,0,Software Engineer
2.452991550395876,1,8,0.3570293439700122,0.4773503981224013,0.1992196858370765,0,0.7819325797882088,0,2,0,0,0,Entrepreneur
3.2903455808189,4,8,0.926194068431782,0.3508191093350156,0.28418429571172876,4,0.19535896084860838,3,8,1,1,0,Researcher
2.348732858009983,4,2,0.22867677960360877,0.36255979655909454,0.2889685249210585,4,0.08674863550138157,1,4,0,4,2,Consultant
3.381875476204932,2,2,0.6343636888716871,0.8057145256682179,0.3770539310016988,1,0.6054444853053423,2,5,2,3,0,Researcher
2.773470692601075,1,3,0.22207587069332058,0.328179482797612,0.3933206703851887,0,0.057094760509883935,3,8,4,0,0,Researcher
3.873459977473469,2,3,0.3216699896595486,0.20905937370684602,0.5445553246546755,1,0.6728258885580842,3,8,4,0,1,Researcher
2.2750418882919865,1,1,0.848042089601484,0.08468834187530683,0.15987976336644139,4,0.5304242203272427,0,7,0,0,0,Consultant
2.682132702100517,2,3,0.7288614422699469,0.4666931208844084,0.6912466637859893,4,0.6627857327436636,1,8,4,1,1,Researcher
2.226947042481178,4,6,0.09539927731321063,0.4821320989198419,0.1675665393045065,3,0.590170773649744,3,3,0,0,1,Data Scientist
3.8493872365571256,4,8,0.4287020209864336,0.8409087104029072,0.31030848210454753,1,0.4227025695271728,2,5,0,4,1,Entrepreneur
3.754678706761962,0,6,0.029169763645264468,0.22123869644606398,0.503345130606154,1,0.20087718014022826,3,4,3,4,2,Software Engineer
2.515883255430311,2,5,0.480890146603009,0.3809912736683999,0.7964405615234773,0,0.30570213581048855,4,4,3,3,1,Researcher
3.319968092068358,3,4,0.6624340117010681,0.8084057388936909,0.7394692332387273,0,0.5245005742189764,2,3,3,1,0,Researcher
3.6344444004024314,0,3,0.11850262359815156,0.8236236107489735,0.6455343564105223,3,0.6518680936476059,2,1,1,4,0,Software Engineer
3.110401623198925,2,4,0.28888493890916567,0.3846110759787682,0.15577326058017016,2,0.7794830168845285,3,5,3,2,1,Software Engineer
3.0593011567120127,2,7,0.3978366255021569,0.4591240232866809,0.5470453456155777,2,0.7671707184490608,0,8,0,2,1,Researcher
2.4837045818009034,0,1,0.9195310246560497,0.3032858908492829,0.08744650179988545,2,0.9726887432610853,2,0,2,2,0,Data Scientist
2.1862055356117986,4,7,0.993255015422964,0.9325548784193121,0.37736317679665077,1,0.28584144866340944,4,6,3,0,1,Software Engineer
3.7944315159066537,2,1,0.044911298995615856,0.11864376574158031,0.41351653028995916,1,0.07111070821343679,0,5,3,0,2,Entrepreneur
3.800836114326661,4,2,0.761007923495392,0.93374942300147,0.03981143944575383,4,0.3456569355418593,0,2,2,2,1,Entrepreneur
3.266202914546536,0,4,0.37172406640234323,0.6838664518353432,0.2739880994699718,1,0.7432944752240767,0,0,0,3,2,Data Scientist
2.6780595820974016,4,1,0.39245818622948003,0.5315721526867312,0.9556494672664894,1,0.4381116510332952,2,3,1,3,2,Consultant
2.698419149225322,1,9,0.7542649733470227,0.032659060784495875,0.9536326078296895,1,0.8177884305894194,0,8,3,0,2,Product Manager
3.451911357740479,3,6,0.9184264321454086,0.4755961918220083,0.3523270542525393,3,0.549326365186015,3,1,2,2,1,Data Scientist
3.794220519905154,2,1,0.9509285945025484,0.4077481050027323,0.043100108948324056,1,0.929791722630503,0,2,0,3,2,Researcher
3.7741728485302346,3,1,0.5771225860383208,0.16121881197512256,0.17909493932818155,0,0.9478634419990688,4,1,4,0,2,Product Manager
3.5597510917152477,4,6,0.3571211593005028,0.6564096035006569,0.39221779343354013,0,0.06930450601874871,1,1,1,2,1,Researcher
3.2840632923085753,2,4,0.7875490858587793,0.9711509073682858,0.9477796979692298,4,0.4564134397124243,4,9,2,1,2,Entrepreneur
2.1682799299900974,4,4,0.25100138326230026,0.5621888110645251,0.14119906353718492,3,0.609689061249568,2,7,2,2,1,Software Engineer
2.3232574281892275,1,6,0.5640740288335178,0.7147532764439458,0.7635158436682122,0,0.2558725408122128,0,2,2,2,0,Researcher
3.7971083770541583,0,7,0.35857846152487316,0.06845045256601678,0.10868253937469208,3,0.40707677937898024,0,6,3,4,2,Entrepreneur
3.21285811931918,2,9,0.6566310737078761,0.41766699581699473,0.9812575773912768,3,0.6776815411176983,3,7,4,4,1,Data Scientist
2.018394103233259,1,5,0.2403989128935069,0.11635848516449587,0.381616499109135,4,0.22673422689836142,0,2,1,1,0,Researcher
2.2029430857320644,1,9,0.19159294573482577,0.6127958355365104,0.775234538899056,3,0.6019813529744524,4,1,0,1,2,Entrepreneur
